-1.747274	-3.921624	
-0.467309	-3.959053	
5.881508	-2.043288	
0.020404	-4.023591	
-0.711851	-3.712734	
0.657246	-4.198607	
-0.819102	-3.701653	
-0.990340	-4.441609	
-0.733042	-3.952540	
-0.571062	-4.385577	
-1.047943	-4.191270	
1.034074	-3.384263	
-0.051466	-4.154449	
-0.247713	-3.908609	
-0.788267	-4.618205	
-0.431641	-3.852928	
-1.147884	-3.978071	
-0.948246	-3.484587	
-0.684297	-3.971347	
-1.337429	-4.170679	
-1.535667	-3.702539	
-0.274819	-4.336342	
5.807551	-3.099171	
1.189375	-3.997768	
-0.404129	-3.490098	
-2.241373	-3.858904	
-0.680516	-3.973040	
-1.331332	-3.789208	
5.314267	-3.196473	
2.605478	-4.408843	
-2.088197	-3.818746	
-0.382863	-4.084398	
2.007259	-4.447609	
3.851463	-4.446271	
5.524494	-3.580554	
-0.430761	-4.296630	
-0.311842	-4.194436	
1.334260	-3.944647	
-1.729952	-3.991361	
-1.062712	-4.293663	
-0.340430	-4.065269	
-0.828223	-4.179896	
0.411806	-3.820363	
-0.786059	-3.993639	
0.306486	-3.619254	
0.043280	-4.225668	
-1.038873	-3.759909	
6.207459	-3.695713	
1.410643	-4.098211	
-1.219241	-4.287386	
-0.892754	-3.717081	
-0.562402	-3.974730	
4.793436	-4.124641	
4.534169	-4.675743	
0.057488	-4.058107	
-1.395697	-3.686354	
-0.358829	-4.101835	
-0.929864	-4.165783	
5.559140	-3.657337	
-0.680084	-4.275477	
5.204426	-3.671428	
-0.993528	-4.442283	
-0.997670	-4.201932	
-0.293782	-3.643786	
5.035497	-1.749259	
0.000175	-3.805205	
-0.230501	-3.926530	
4.681358	-3.108250	
-0.183131	-4.318458	
-0.129703	-4.467041	
5.177866	-3.291883	
3.515938	-4.359198	
-0.267379	-4.338553	
0.401692	-3.679259	
1.467576	-4.119714	
-1.287787	-4.091916	
-1.501088	-3.922399	
5.277775	-3.593039	
0.048441	-4.203223	
-0.346399	-4.027754	
0.113393	-4.184111	
-0.476565	-3.314023	
5.177488	-3.418732	
0.071282	-4.413057	
1.110186	-3.602473	
0.054305	-4.407953	
-0.658309	-3.948886	
1.524600	-4.239032	
6.714473	-2.506263	
-0.106075	-4.227915	
-0.319332	-3.545340	
1.062063	-3.378485	
-1.888109	-4.202560	
0.102555	-4.223702	
-0.689183	-3.753094	
1.405204	-4.475218	
0.762672	-4.613816	
-1.248298	-3.983381	
4.664507	-3.688386	
-0.664342	-4.003268	
-0.865292	-3.640915	
-1.248664	-3.898259	
-0.029191	-4.004397	
2.102281	-4.368773	
6.733436	-1.256505	
-1.064113	-3.947367	
0.815675	-4.323360	
-0.868458	-4.190388	
0.204138	-4.207753	
-1.035783	-4.215960	
-0.586853	-4.497707	
-1.721605	-3.840374	
-1.492782	-4.049155	
-0.166814	-3.821266	
0.327017	-4.469054	
1.152978	-3.840877	
-0.114612	-4.008424	
0.139473	-4.073095	
1.030938	-4.130857	
-0.141264	-3.758905	
-0.929014	-4.140651	
-1.518001	-3.951484	
-0.436452	-4.289680	
-0.618422	-4.149231	
6.097069	-1.560392	
0.264720	-2.172902	
-0.941843	-3.764087	
-0.140540	-3.756314	
5.761176	-1.474716	
-1.361281	-3.986471	
-0.244061	-4.480921	
0.572415	-4.125193	
2.075345	-4.245469	
-1.014608	-3.678052	
-0.422525	-4.033851	
-1.101393	-4.512558	
-1.283340	-4.150559	
1.149973	-3.634206	
-0.374119	-3.887411	
-1.168881	-3.719928	
7.107762	-0.914370	
1.208816	-4.066870	
-0.236147	-4.128936	
-1.275418	-3.686831	
-0.747959	-4.331058	
-0.502686	-3.898243	
-1.603126	-3.349905	
1.750718	-4.490589	
4.897045	-3.482514	
2.336738	-4.953580	
-2.044494	-4.351112	
1.030584	-3.367686	
4.885772	-5.743870	
1.283302	-4.505990	
0.121225	-4.038992	
-0.940059	-3.996361	
-0.195119	-4.358672	
-0.068735	-3.901919	
1.743731	-3.908329	
-0.693659	-3.973976	
-1.068375	-4.242159	
-0.914248	-3.692347	
-0.818585	-4.152094	
-1.293420	-4.296694	
-0.650467	-3.722954	
5.046127	-3.324357	
0.126018	-3.968584	
0.749181	-3.488060	
1.648842	-2.977680	
-0.863092	-4.120938	
-0.429911	-3.782581	
-0.039146	-4.756944	
-0.694503	-4.323863	
4.831716	-3.923038	
-0.967241	-3.471883	
6.204211	-2.037121	
1.162056	-3.929077	
-1.163892	-4.479804	
-0.551008	-4.087861	
5.119827	-3.983612	
-0.931482	-3.735165	
-0.301181	-3.968965	
0.926650	-4.582647	
-0.842492	-3.906683	
-0.851707	-3.955064	
-0.294458	-3.980795	
-1.096666	-4.141899	
-1.332515	-3.647629	
-0.681398	-4.231930	
-0.229516	-4.246260	
-0.378308	-3.614203	
-0.062573	-4.161886	
-0.737761	-3.440572	
-0.774333	-3.930297	
-0.455365	-3.783094	
-0.526440	-3.942722	
-0.457829	-3.249565	
-0.102180	-4.373264	
-1.446346	-4.422392	
0.516775	-4.436004	
4.668180	-4.011307	
5.254996	-2.879711	
-0.027658	-3.956654	
-1.644923	-3.297206	
-0.310062	-3.531306	
1.514378	-4.824457	
1.061224	-3.888788	
-0.444671	-4.009734	
1.699808	-5.202273	
-1.319135	-3.939421	
1.741577	-4.211817	
-0.576629	-4.506651	
-0.676817	-3.984609	
6.545940	-0.488308	
-1.127693	-3.851470	
-1.443254	-4.108127	
4.120091	-2.985571	
-0.597002	-4.227170	
-0.393852	-4.180243	
4.301400	-2.039067	
0.475220	-3.585618	
-1.225906	-3.681287	
5.316113	-3.552124	
-0.279406	-3.912712	
-0.224787	-3.787383	
1.349416	-4.045993	
3.414283	-5.755453	
0.374170	-3.012260	
-0.028470	-4.107710	
6.466206	-2.174081	
-0.953771	-4.031536	
0.130111	-4.500472	
-1.027046	-3.673269	
-0.121485	-4.255623	
1.328792	-4.165481	
-0.797460	-4.065417	
1.912418	-3.870552	
-0.841493	-4.751087	
-0.939038	-3.906586	
0.909392	-4.681393	
-1.072727	-4.099196	
-1.269670	-4.160834	
4.759327	-4.994547	
0.489823	-3.309549	
0.187456	-3.962582	
1.302562	-3.658908	
-1.900153	-3.909537	
-0.997585	-3.830722	
1.256144	-4.689063	
-0.627811	-3.718156	
0.375942	-4.133424	
1.684675	-3.400168	
1.884341	-4.279524	
0.990171	-4.197283	
-1.459568	-3.858818	
1.359068	-3.747620	
0.233098	-4.180615	
-0.415792	-4.359808	
0.773918	-3.265958	
0.304320	-4.038925	
-0.935711	-4.506394	
-1.106171	-4.288820	
-0.980922	-3.889754	
-0.132175	-4.057427	
-0.610921	-3.929255	
1.038849	-4.155522	
1.703824	-3.675660	
0.784236	-4.275540	
1.589317	-3.287495	
4.140026	-5.063257	
5.453782	-4.850772	
0.476873	-4.566366	
-0.574287	-3.570332	
-0.607175	-4.246372	
-0.066337	-4.221161	
-0.534908	-3.787480	
-0.145918	-4.587286	
-2.181253	-4.051249	
0.395953	-4.101795	
-0.762105	-4.070023	
5.716990	-3.118103	
0.001895	-4.021937	
-0.359173	-4.706919	
5.834302	-2.550961	
-0.776411	-4.015255	
-1.216861	-3.970964	
4.766287	-3.352606	
-1.051395	-3.722528	
-1.031167	-3.593737	
5.578073	-1.026736	
2.038271	-4.101293	
-0.692050	-3.761307	
0.802348	-4.205264	
0.294948	-4.483914	
0.506029	-4.552338	
-0.706656	-4.128870	
-1.402496	-4.335341	
-0.249653	-4.509135	
-1.525471	-3.582875	
-0.663581	-3.920905	
-1.243380	-4.020074	
1.890333	-3.588025	
-0.467595	-4.010425	
0.483386	-4.372790	
4.031015	-5.302630	
-0.760954	-3.771523	
-0.055937	-4.710888	
-0.916280	-4.207477	
4.097609	-5.105512	
-0.674957	-3.878481	
4.712587	-4.265391	
-0.379062	-3.727670	
0.517851	-3.787626	
-0.377231	-3.977397	
-0.057542	-3.984568	
-1.515149	-3.892214	
